PIID,Est. Ultimate Completion Date,Date Signed,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance City Name,Principal Place of Performance State Code,Place of Performance Zip Code,Contractor Name,Street,Vendor City,Vendor State,Zip,DUNS Number,Vendor Phone Number,Effective Date,Action Obligation
47PD0418F0021,09/30/2024,03/23/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,SUMMIT,NJ,07901-2701,JERSEY CENTRAL POWER & LIGHT COMPANY,76 S MAIN ST,AKRON,OH,44308-1812,006973358,(330) 436-4339,03/23/2018,"$2,800.00"
47PD0418F0051,09/23/2028,09/18/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,NEWARK,DE,19702-5440,ATLANTIC CITY ELECTRIC COMPANY,800 N KING ST STE 400,WILMINGTON,DE,19801-3543,006971618,(856) 453-5012,09/18/2018,"$38,142.24"
47PD0419F0022,09/30/2028,02/14/2019,221118,OTHER ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,NORFOLK,VA,23510-1605,VA ELECTRIC AND POWER COMPANY,120 TREDEGAR ST,RICHMOND,VA,23219-4306,193653102,(571) 203-5164,10/01/2018,"$182,760.00"
47PD1218F0003,11/30/2027,11/03/2017,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,ALEXANDRIA,VA,22314-5405,WASHINGTON GAS LIGHT COMPANY,101 CONSTITUTION AVE NW,WASHINGTON,DC,20080-2133,006920607,(703) 750-5860,11/03/2017,"$94,180.80"
47PE0318C0004,07/25/2022,01/30/2018,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Y1AA,CONSTRUCTION OF OFFICE BUILDINGS,CHARLOTTE,NC,28202-2601,"BRASFIELD & GORRIE, L.L.C.",3021 7TH AVE S,BIRMINGHAM,OH,35233-2939,005074302,(205) 328-4000,01/31/2018,"$795,741.00"
47PE0319C0001,04/01/2022,01/15/2019,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Y1AA,CONSTRUCTION OF OFFICE BUILDINGS,ANNISTON,AL,36201-4565,"B.L. HARBERT INTERNATIONAL, L.L.C.",820 SHADES CREEK PKWY STE 3000,BIRMINGHAM,OH,35209-4564,119778806,(205) 802-2831,01/15/2019,"$33,994,679.00"
47PE0417P0006,09/30/2027,09/07/2017,221310,WATER SUPPLY AND IRRIGATION SYSTEMS,S114,UTILITIES- WATER,MIAMI,FL,33132-1000,"MIAMI-DADE, COUNTY OF",3071 SW 38TH AVE,MIAMI,FL,33146-1520,150470060,(786) 552-8418,10/01/2017,"$105,348.00"
47PE0418F0002,10/31/2027,10/12/2017,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,MOBILE,AL,36602-3256,OH POWER COMPANY,600 N 18TH ST,BIRMINGHAM,OH,35291-0001,006900120,(404) 506-1464,11/01/2017,"$2,376.00"
47PE0418F0004,09/30/2027,12/21/2017,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,NATCHEZ,MS,39120-7958,ATMOS ENERGY CORPORATION,5430 LBJ FREEWAY,DALLAS,TX,75240-2601,108203241,(972) 855-9759,12/21/2017,"$1,740.00"
47PE0418F0005,03/31/2028,03/27/2018,221122,ELECTRIC POWER DISTRIBUTION,S111,UTILITIES- GAS,DOTHAN,AL,36303-1567,OH POWER COMPANY,600 N 18TH ST,BIRMINGHAM,OH,35291-0001,006900120,(404) 506-1464,04/01/2018,$420.00
47PE0418F0009,09/12/2028,09/13/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,ABERDEEN,MS,39730-0005,ATMOS ENERGY CORPORATION,5430 LBJ FREEWAY,DALLAS,TX,75240-2601,108203241,(972) 855-9759,09/13/2018,"$42,000.00"
47PE0418F0021,09/30/2028,09/15/2018,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,SUNRISE,FL,33351-1123,FL POWER & LIGHT COMPANY INC,700 UNIVERSE BLVD,JUNO BEACH,FL,33408-2683,006922371,(561) 681-3050,10/01/2018,$540.00
47PE0418F0027,12/31/2042,09/26/2018,541330,ENGINEERING SERVICES,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,COLUMBIA,SC,29201-2235,"AMERESCO, INC.",111 SPEEN ST STE 410,FRAMINGHAM,MA,01701-2090,603439428,(865) 330-7146,10/01/2018,"$1,400,000.00"
47PE0419F0018,05/31/2029,05/31/2019,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,AUGUSTA,GA,30901-0411,GA POWER COMPANY,241 RALPH MCGILL BLVD NE,ATLANTA,GA,30308-3374,006924989,(404) 506-1464,06/01/2019,"$78,000.00"
47PE0519F0011,11/30/2023,11/28/2018,561720,JANITORIAL SERVICES,Z1AZ,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,ABERDEEN,MS,39730-0005,H&S RESOURCES CORPORATION,9520 BERGER RD STE 302,COLUMBIA,MD,21046-1540,607604183,(443) 319-5830,12/01/2018,"$96,099.48"
47PF0018C0084,03/08/2024,05/29/2018,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Z1AA,MAINTENANCE OF OFFICE BUILDINGS,TOLEDO,OH,43604-5363,"MASCARO CONSTRUCTION COMPANY, L.P.",1720 METROPOLITAN ST,PITTSBURGH,PA,15233-2232,088165972,(412) 321-4901,05/29/2018,"$737,500.00"
47PF0018F0179,11/21/2027,12/20/2017,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,MINNEAPOLIS,MN,55415-1315,CENTERPOINT ENERGY RESOURCES CORP.,1111 LA ST,HOUSTON,TX,77002-5230,006948210,(713) 207-2911,11/22/2017,"$1,793.04"
47PF0018F0195,01/31/2022,01/12/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,CINCINNATI,OH,45202-3905,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",9960 CORPORATE CAMPUS DR STE 2000,LOUISVILLE,KY,40223-4055,141092333,(502) 214-6386,02/01/2018,"$78,668.64"
47PF0018F0208,01/12/2022,05/21/2019,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,CHICAGO,IL,60637-3520,COMMONWEALTH EDISON COMPANY,440 S LASALLE ST,CHICAGO,IL,60605-0000,006929509,(847) 816-5234,07/12/2019,$0.00
47PF0018F0272,06/30/2022,02/08/2018,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,CINCINNATI,OH,45202-3222,L B & B ASSOCIATES INC.,9891 BROKENLAND PKWY STE 400,COLUMBIA,MD,21046-1165,793374034,(301) 596-2440,02/08/2018,"$15,000.00"
47PF0018F0521,04/30/2028,05/10/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,DETROIT,MI,48226-1128,MI CONSOLIDATED GAS COMPANY,2000 2ND AVE,DETROIT,MI,48226-1203,006958540,(313) 235-5592,05/10/2018,"$146,250.00"
47PF0018F0547,09/01/2028,08/10/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,CLEVELAND,OH,44199-2001,THE EAST OH GAS COMPANY,19701 LIBBY RD,MAPLE HEIGHTS,OH,44137-2371,007900475,(999) 999-9999,09/02/2018,"$51,480.96"
47PF0018F0710,04/30/2028,07/16/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,CLEVELAND,OH,44114-1203,THE EAST OH GAS COMPANY,19701 LIBBY RD,MAPLE HEIGHTS,OH,44137-2371,007900475,(999) 999-9999,05/01/2018,"$1,925.40"
47PF0018F0792,09/30/2028,08/27/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,CINCINNATI,OH,45202-1443,VECTREN CORPORATION,1 VECTREN SQ,EVANSVILLE,IN,47708-1209,135504913,(812) 491-4774,10/01/2018,"$22,173.12"
47PF0018F0846,09/30/2022,08/23/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,BATTLE CREEK,MI,49037-3085,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",9400 BUNSEN PKWY STE 100,LOUISVILLE,KY,40220-3788,141092333,(888) 643-8205,08/23/2018,"$128,100.00"
47PF0018F0929,09/30/2028,09/12/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,DAYTON,OH,45439-0002,VECTREN CORPORATION,1 VECTREN SQ,EVANSVILLE,IN,47708-1209,135504913,(812) 491-4774,09/12/2018,"$6,470.52"
47PF0018F1070,08/31/2025,09/28/2018,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,JOLIET,IL,60432-4337,COMMONWEALTH EDISON COMPANY,440 S LASALLE ST,CHICAGO,IL,60605-0000,006929509,(847) 816-5234,09/01/2018,"$1,920.00"
47PF0019F0081,11/30/2023,12/17/2018,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,CHICAGO,IL,60606-5215,COMMONWEALTH EDISON COMPANY,440 S LASALLE ST,CHICAGO,IL,60605-0000,006929509,(847) 816-5234,12/01/2018,"$4,800.00"
47PF0019F0131,01/23/2029,12/20/2018,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,TOLEDO,OH,43604-5363,THE TOLEDO EDISON COMPANY,76 S MAIN ST,AKRON,OH,44308-1812,007904626,(330) 315-6940,01/24/2019,"$29,499.24"
47PF0019F0217,05/31/2029,04/10/2019,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,CHICAGO,IL,60609-3252,COMMONWEALTH EDISON COMPANY,440 S LASALLE ST,CHICAGO,IL,60605-0000,006929509,(847) 816-5234,06/01/2019,"$12,600.00"
47PF0019F0374,05/31/2024,04/11/2019,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,CLEVELAND,OH,44114-1234,"JOHNSON CONTROLS, INC.",507 E MI ST M-93,MILWAUKEE,WI,53202-5202,050516509,(303) 279-6213,04/11/2019,"$6,056.00"
47PF0019F0748,02/16/2026,07/17/2019,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,CLEVELAND,OH,44199-9941,JACOBS TECHNOLOGY INC.,600 WILLIAM NORTHERN BLVD,TULLAHOMA,TN,37388-4729,007923014,(931) 393-6240,07/17/2019,"$862,798.26"
47PG0118F0002,02/03/2028,02/02/2018,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,KANSAS CITY,MO,64106-1509,KCP&L GREATER MO OPERATIONS COMPANY,1200 MAIN ST 30TH FL,KANSAS CITY,MO,64105-2122,006966055,(816) 556-2095,02/04/2018,"$2,658,266.00"
47PG0119C0001,05/31/2029,05/30/2019,221310,WATER SUPPLY AND IRRIGATION SYSTEMS,S119,UTILITIES- OTHER,OMAHA,NE,68102-1000,ENERGY CENTER OMAHA LLC,2152 HOWARD ST,OMAHA,NE,68102-2455,079262594,(402) 609-4802,06/01/2019,"$596,403.00"
47PG0119F0007,05/31/2024,05/22/2019,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,OMAHA,NE,68102-3009,OMAHA PUBLIC POWER DISTRICT,444 S 16TH ST 444,OMAHA,NE,68102-2608,006970453,(402) 636-3553,06/01/2019,"$460,002.00"
47PG0217C0001,12/31/2022,07/19/2017,541310,ARCHITECTURAL SERVICES,C1AA,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS,DES MOINES,IA,50309-2403,"NEUMANN MONSON, INC.",221 E COLLEGE ST STE 303,IOWA CITY,IOWA,52240-1759,132474495,(319) 338-7878,07/19/2017,"$10,753,702.00"
47PG0218F0050,06/13/2022,03/21/2019,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,KANSAS CITY,MO,64131-3061,J.E. DUNN CONSTRUCTION COMPANY,1001 LOCUST,KANSAS CITY,MO,64106-2639,008906844,(816) 474-8600,03/21/2019,"$4,050,892.00"
47PH0818C0002,02/08/2022,11/15/2018,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Y1AA,CONSTRUCTION OF OFFICE BUILDINGS,SAN ANTONIO,TX,78206-1204,"BRASFIELD & GORRIE, L.L.C.",3021 7TH AVE S,BIRMINGHAM,OH,35233-2939,005074302,(205) 328-4000,11/15/2018,"$397,064.00"
47PH0819C0001,03/21/2022,05/09/2019,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,BIRMINGHAM,AL,35233-2939,"BRASFIELD & GORRIE, L.L.C.",3021 7TH AVE S,BIRMINGHAM,OH,35233-2939,005074302,(205) 328-4000,05/09/2019,"$55,452,169.00"
47PH1117F0010,10/14/2027,09/29/2017,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,HOUMA,LA,70360-4802,"ENTERGY LA, LLC",4809 JEFFERSON HWY,JEFFERSON,LA,70121-3122,080021872,(504) 576-5901,10/15/2017,"$106,491.00"
47PH1118F0001,10/31/2027,10/31/2017,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,LUFKIN,TX,75901-3078,CENTERPOINT ENERGY RESOURCES CORP.,1111 LA ST,HOUSTON,TX,77002-5230,006948210,(713) 207-2911,11/01/2017,"$1,569.00"
47PH1118F0003,12/31/2027,12/05/2017,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,GALVESTON,TX,77550-1799,"ONE GAS, INC.",401 N HARVEY AVE,OK CITY,OK,73102-3418,077349132,(405) 556-5991,01/01/2018,"$9,067.00"
47PH1118F0004,01/31/2028,01/24/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,SANTA FE,NM,87501-1209,PUBLIC SERVICE COMPANY OF NM,414 SILVER AVE SW,ALBUQUERQUE,NM,87102-3289,040016268,(505) 241-4207,02/01/2018,"$2,409.00"
47PH1118F0006,04/27/2028,04/26/2018,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,EL PASO,TX,79907-6656,EL PASO ELECTRIC COMPANY,STANTON TOWER 100 N STANTON,EL PASO,TX,79901-1311,007928955,(915) 543-2261,04/28/2018,"$102,315.00"
47PH1118F0116,09/30/2028,09/28/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,NEW ORLEANS,LA,70114-1806,"ENTERGY LA, LLC",4809 JEFFERSON HWY,JEFFERSON,LA,70121-3122,080021872,(504) 576-5901,10/01/2018,"$9,040.00"
47PH1119F0001,10/29/2028,10/26/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,ALBUQUERQUE,NM,87101-8917,PUBLIC SERVICE COMPANY OF NM,414 SILVER AVE SW,ALBUQUERQUE,NM,87102-3289,040016268,(505) 241-4207,10/30/2018,"$358,413.00"
47PH1119F0002,12/30/2028,12/04/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,HOUSTON,TX,77002-3673,CENTERPOINT ENERGY RESOURCES CORP.,1111 LA ST,HOUSTON,TX,77002-5230,006948210,(713) 207-2911,12/31/2018,"$3,381.00"
47PH1119F0003,12/31/2028,11/29/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,SANTA FE,NM,87501-3011,"NM GAS COMPANY, INC.","7120 WYOMING NE, SUITE 20",ALBUQUERQUE,NM,87109-4366,825244697,(505) 697-3839,01/01/2019,"$1,179.00"
47PH1119F0015,03/14/2029,02/15/2019,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,HOUSTON,TX,77092-1908,CENTERPOINT ENERGY RESOURCES CORP.,1111 LA ST,HOUSTON,TX,77002-5230,006948210,(713) 207-2911,03/15/2019,"$13,595.00"
47PH1119F0016,02/28/2029,02/19/2019,221118,OTHER ELECTRIC POWER GENERATION,S111,UTILITIES- GAS,LAFAYETTE,LA,70501-6811,ATMOS ENERGY CORPORATION,5430 LBJ FWY STE 1800,DALLAS,TX,75240-2615,108203241,(972) 855-3043,03/01/2019,"$3,425.00"
47PH1119F0017,04/30/2029,03/21/2019,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,MONROE,LA,71201-7472,"ENTERGY LA, LLC",4809 JEFFERSON HWY,JEFFERSON,LA,70121-3122,080021872,(504) 576-5901,05/01/2019,"$41,740.00"
47PH1119F0019,04/30/2029,03/07/2019,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,TEXARKANA,TX,75501-5507,CENTERPOINT ENERGY RESOURCES CORP.,1111 LA ST,HOUSTON,TX,77002-5230,006948210,(713) 207-2911,05/01/2019,$360.00
47PH1119F0020,04/30/2029,03/18/2019,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,BROWNSVILLE,TX,78520-6701,"ONE GAS, INC.",401 N HARVEY AVE,OK CITY,OK,73102-3418,077349132,(405) 556-5991,05/01/2019,"$1,664.00"
47PJ0018C0047,09/30/2024,08/03/2018,561720,JANITORIAL SERVICES,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,ABERDEEN,SD,57401-4310,"ASPIRE, INC.",607 N 4TH ST,ABERDEEN,SD,57401-2733,071355549,(605) 229-0263,10/01/2018,"$303,254.04"
47PJ0018C0057,09/30/2023,08/16/2018,561720,JANITORIAL SERVICES,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,HURON,SD,57350-2431,THE HURON AREA CENTER FOR INDEPENDENCE INC,258 3RD ST SW,HURON,SD,57350-2403,011123338,(605) 352-5698,10/01/2018,"$173,651.64"
47PJ0018C0068,10/31/2023,08/31/2018,561720,JANITORIAL SERVICES,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,SIOUX FALLS,SD,57104-6851,SOUTH DAKOTA ACHIEVE,4100 S WESTERN AVE,SIOUX FALLS,SD,57105-6620,072914773,(605) 336-7100,11/01/2018,"$200,624.16"
47PJ0018C0081,09/30/2023,09/11/2018,561720,JANITORIAL SERVICES,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,BILLINGS,MT,59101-2230,COMMUNITY OPTION RESOURCE ENTERPRISES INC,2121 LAMPMAN DR,BILLINGS,MT,59102-6276,197062615,(406) 294-6144,10/01/2018,"$225,650.40"
47PJ0018F0056,01/20/2026,12/12/2017,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,DENVER,CO,80294-2500,PUBLIC SERVICE COMPANY OF CO,1800 LARIMER ST 1100,DENVER,CO,80202-5534,006915953,(303) 294-2634,10/01/2017,$836.00
47PJ0018F0133,03/31/2023,03/29/2018,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),6110,ELECTRICAL CONTROL EQUIPMENT,DENVER,CO,80225-0546,SIEMENS BUILDING TECHNOLOGIES INCORPORATED (2488),1000 DEERFIELD PKWY,BUFFALO GROVE,IL,60089-4547,010944650,,04/01/2018,"$57,428.00"
47PJ0018F0150,03/31/2023,04/23/2018,561210,FACILITIES SUPPORT SERVICES,J063,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",DENVER,CO,80225-0546,"JOHNSON CONTROLS, INC",507 E MI ST M-93,MILWAUKEE,WI,53202-5202,050516509,,05/01/2018,"$28,343.04"
47PJ0018F0224,10/25/2026,05/03/2018,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S111,UTILITIES- GAS,CHEYENNE,WY,82001-3663,"CHEYENNE LIGHT, FUEL AND POWER COMPANY",1301 W 24TH ST,CHEYENNE,WY,82001-2601,006915144,(307) 778-2161,04/01/2018,"$50,004.00"
47PJ0019C0041,07/31/2024,07/15/2019,561720,JANITORIAL SERVICES,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,OGDEN,UT,84401-3206,ENABLEUTAH,2640 INDUSTRIAL DR,OGDEN,UT,84401-3206,020924353,(801) 621-6595,07/27/2019,"$80,900.04"
47PJ0019C0049,01/31/2024,07/24/2019,541310,ARCHITECTURAL SERVICES,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,OGDEN,UT,84201-0826,"MICHAEL BAKER INTERNATIONAL, INC.",7090 S UNION PARK AVE,MIDVALE,UT,84047-4156,044679335,(412) 918-4025,07/22/2019,"$3,898,560.00"
47PJ0019F0057,03/31/2029,02/07/2019,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,FARGO,ND,58102-4727,NORTHERN STATES POWER COMPANY,414 NICOLLET MALL,MINNEAPOLIS,MN,55401-1927,006962419,(612) 215-5388,04/01/2019,"$8,040.72"
47PJ0019F0146,05/31/2029,05/02/2019,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,CHEYENNE,WY,82001-0001,"CHEYENNE LIGHT, FUEL AND POWER COMPANY",1301 W 24TH ST,CHEYENNE,WY,82001-2601,006915144,(307) 778-2161,06/01/2019,"$225,000.00"
47PK0119C0004,11/30/2022,05/13/2019,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Y1AZ,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,SAN DIEGO,CA,92154-1012,ATKINSON/CLARK A JOINT VENTURE,18201 VON KARMAN STE 800,IRVINE,CA,92612-1092,080029384,(301) 272-6893,05/13/2019,"$102,365,687.00"
47PK0119F0008,02/22/2024,06/17/2019,541330,ENGINEERING SERVICES,Z2AZ,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,SAN DIEGO,CA,92154-7209,HILL INTERNATIONAL INCORPORATED,1667 K ST NW STE 520,WASHINGTON,DC,20006-1669,037763513,(202) 408-3001,06/17/2019,"$3,173,173.00"
47PK0217F0008,12/31/2023,08/14/2017,561210,FACILITIES SUPPORT SERVICES,Z1AA,MAINTENANCE OF OFFICE BUILDINGS,LOS ANGELES,CA,90012-3308,ABM INDUSTRIES INCORPORATED,551 5TH AVE STE 300,NEW YORK,NY,10176-0399,006911622,(256) 553-2327,08/14/2017,"$319,020.90"
47PL0218C0023,06/30/2028,08/30/2018,221118,OTHER ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,ANCHORAGE,AK,99513-7500,"ANCHORAGE, MUNICIPALITY OF",1120 E 1ST AVE,ANCHORAGE,AK,99501-1658,039269618,(907) 263-5202,07/01/2018,"$1,000,002.00"
47PL0219F0114,02/29/2024,04/30/2019,561720,JANITORIAL SERVICES,S214,HOUSEKEEPING- CARPET LAYING/CLEANING,AUBURN,WA,98001-6599,NORTHWEST CENTER,7272 W MARGINAL WAY S,SEATTLE,WA,98108-4140,010208312,(206) 378-6382,04/30/2019,"$12,548.64"
47PM0618C0050,09/07/2022,02/21/2019,561210,FACILITIES SUPPORT SERVICES,R699,SUPPORT- ADMINISTRATIVE: OTHER,WASHINGTON,DC,20004-1007,TRADE CENTER MANAGEMENT ASSOCIATES L.L.C.,1300 PA AVE NW STE 268,WASHINGTON,DC,20004-3002,179498712,(202) 312-1300,02/21/2019,"$11,562.88"
47PM0718F0025,02/28/2028,06/06/2019,221114,SOLAR ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,WASHINGTON,DC,20407-0001,"WGL ENERGY SYSTEMS, INC.",8614 WESTWOOD CENTER DR STE 1200,VIENNA,VA,22182-2260,168882061,(703) 333-3920,06/06/2019,$0.00
47PM0818F0025,10/31/2022,12/01/2017,541620,ENVIRONMENTAL CONSULTING SERVICES,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,WASHINGTON,DC,20032-2601,"MWH AMERICAS, INC.",370 INTERLOCKEN BLVD STE 300,BROOMFIELD,CO,80021-8012,869237024,(303) 385-5522,12/18/2017,"$157,045.57"
47PM0818F0025,10/31/2022,06/26/2018,541620,ENVIRONMENTAL CONSULTING SERVICES,S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,WASHINGTON,DC,20032-2601,STANTEC CONSULTING SERVICES INC.,370 INTERLOCKEN BLVD STE 300,BROOMFIELD,CO,80021-8012,869237024,(615) 238-2733,06/26/2018,"$4,998.02"
47PM0918F0005,10/31/2027,03/20/2018,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,WASHINGTON,DC,20024-4714,WASHINGTON GAS LIGHT COMPANY,101 CONSTITUTION AVE NW,WASHINGTON,DC,20080-2133,006920607,(703) 750-5860,03/20/2018,"$4,364.50"
47PM1119F0011,09/27/2023,11/30/2018,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R411,SUPPORT- PROFESSIONAL: REAL PROPERTY APPRAISALS,WASHINGTON,DC,20407-0001,GENSLER JR M ARTHUR AND ASSOCIATES INCORPORATED (3305),2020 K ST NW STE 200,WASHINGTON,DC,20006-1806,101915890,,12/18/2018,"$483,589.00"
GS02P04DTC0047,10/15/2022,12/07/2016,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ALEXANDRIA BAY,NY,13607-0001,GILBANE BUILDING COMPANY (5530),2 RECTOR ST,NEW YORK,NY,10006-1819,784807930,,12/07/2016,"$42,940.00"
GS02P09DTC0005,10/31/2022,12/07/2016,541310,ARCHITECTURAL SERVICES,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,ALEXANDRIA BAY,NY,13607-0001,MORPHOSIS ARCHITECTS,2041 CO AVE,SANTA MONICA,CA,90404-3415,095617361,(310) 570-0121,12/07/2016,$0.00
GS02P17DTC0011,06/30/2022,06/14/2017,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,ALEXANDRIA BAY,NY,13607-0001,NORTHLAND/CIANBRO A JOINT VENTURE,101 CIANBRO SQUARE,PITTSFIELD,ME,04967-6301,080685981,(207) 679-2155,06/15/2017,"$90,875,000.00"
GS03P17AZC0001,03/10/2023,05/23/2018,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,PHILADELPHIA,PA,19106-2816,"INTECH CONSTRUCTION, LLC",3020 MARKET ST FL 2,PHILADELPHIA,PA,19104-2999,153795554,(215) 243-2000,05/23/2018,"$25,522,711.00"
GS03P17CDC0002,09/30/2024,04/14/2017,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,WINCHESTER,VA,22602-4500,"CLARK CONSTRUCTION GROUP, LLC",7500 OLD GEORGETOWN RD,BETHESDA,MD,20814-6133,066767021,(301) 272-6893,04/14/2017,"$135,095,000.00"
